trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'e': 0.1856886030143359, 'a': 0.7}",30,19,21.85142585511618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'e': 0.18230300644783617, 'a': 0.7}",20,13,12.986758528559237,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'e': 0.17896124038769484, 'a': 0.7}",20,4,-18.37365034448341,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'e': 0.17566316361167336, 'a': 0.7}",20,11,15.613439198074651,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'e': 0.1724086245072653, 'a': 0.7}",20,6,25.267128272446048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.16919746132325517, 'a': 0.7}",25,9,7.888415184211513,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'e': 0.1660295024216515, 'a': 0.7}",20,0,30.06221727643025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'e': 0.16290456652983698, 'a': 0.7}",25,20,9.22319880863688,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'e': 0.1598224629927823, 'a': 0.7}",25,5,-27.533427738061732,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
192,False,"{'e': 0.15678299202517215, 'a': 0.7}",30,18,13.104787073278471,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'e': 0.15378594496329556, 'a': 0.7}",25,7,9.917176632050268,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'e': 0.150831104516555, 'a': 0.7}",25,7,6.108839752248459,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'e': 0.14791824501845224, 'a': 0.7}",35,10,20.892507771436755,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'e': 0.14504713267691205, 'a': 0.7}",35,27,13.676970536505461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'e': 0.14221752582380703, 'a': 0.7}",25,18,-30.001466713742833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'e': 0.13942917516355158, 'a': 0.7}",20,16,9.963178147918835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'e': 0.13668182402063475, 'a': 0.7}",30,17,23.940129119979265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'e': 0.13397520858596593, 'a': 0.7}",35,22,-29.79155364889802,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
201,False,"{'e': 0.1313090581619103, 'a': 0.7}",25,15,18.77536538799278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'e': 0.128683095405894, 'a': 0.7}",20,3,-14.200486030703257,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'e': 0.12609703657246316, 'a': 0.7}",25,11,15.113030880425448,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'e': 0.1235505917536832, 'a': 0.7}",20,9,18.111888830166794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'e': 0.12104346511776928, 'a': 0.7}",30,16,-32.35685144043462,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
206,False,"{'e': 0.11857535514584147, 'a': 0.7}",25,19,14.128598299286233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'e': 0.11614595486670191, 'a': 0.7}",25,15,-25.505394091070443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
208,False,"{'e': 0.11375495208953477, 'a': 0.7}",25,15,14.999439125355096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'e': 0.11140202963443316, 'a': 0.7}",20,0,4.318410156469302,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
210,False,"{'e': 0.10908686556066051, 'a': 0.7}",25,18,11.291019657888528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'e': 0.10680913339255768, 'a': 0.7}",25,20,8.708630316518216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'e': 0.10456850234301025, 'a': 0.7}",20,9,0.20223584994533406,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'e': 0.10236463753439409, 'a': 0.7}",20,10,21.0570315254929,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'e': 0.1001972002169206, 'a': 0.7}",25,8,25.326181665798213,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'e': 0.09806584798430668, 'a': 0.7}",30,8,42.63055612755959,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.09597023498669759, 'a': 0.7}",20,2,24.130867114651195,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'e': 0.09391001214077477, 'a': 0.7}",20,12,12.434997196842618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'e': 0.09188482733698346, 'a': 0.7}",25,14,19.88751217680315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'e': 0.08989432564381884, 'a': 0.7}",35,21,26.210626295013782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.08793814950911263, 'a': 0.7}",30,16,25.464238970529383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'e': 0.08601593895826522, 'a': 0.7}",20,9,22.63601183307333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'e': 0.08412733178937203, 'a': 0.7}",25,0,26.924988781159307,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'e': 0.08227196376519574, 'a': 0.7}",20,9,21.560980804843048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'e': 0.08044946880193957, 'a': 0.7}",35,18,32.55758630173408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'e': 0.07865947915477958, 'a': 0.7}",30,11,12.122592190925825,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
226,False,"{'e': 0.0769016256001178, 'a': 0.7}",25,18,12.754399267930447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'e': 0.0751755376145202, 'a': 0.7}",20,11,-5.209590726717822,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
228,False,"{'e': 0.0734808435503075, 'a': 0.7}",30,17,-22.0171324301253,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
229,False,"{'e': 0.07181717080776925, 'a': 0.7}",30,24,8.95283404802503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.07018414600397493, 'a': 0.7}",20,6,23.127284098207976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'e': 0.06858139513815845, 'a': 0.7}",30,23,14.295411948359817,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'e': 0.06700854375365567, 'a': 0.7}",25,2,25.112874931656112,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'e': 0.06546521709637747, 'a': 0.7}",25,13,20.936501381628727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'e': 0.06395104026980292, 'a': 0.7}",25,14,0.15446118195214154,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
235,False,"{'e': 0.06246563838648111, 'a': 0.7}",25,16,17.99289190976549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.06100863671603168, 'a': 0.7}",20,0,-18.22623568384345,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
237,False,"{'e': 0.05957966082963758, 'a': 0.7}",25,15,21.21788650074657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'e': 0.05817833674102566, 'a': 0.7}",25,19,10.891936314282567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'e': 0.056804291043933565, 'a': 0.7}",30,15,-25.5164898507907,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'e': 0.05545715104606359, 'a': 0.7}",25,16,16.737311065695735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'e': 0.05413654489952679, 'a': 0.7}",25,13,21.659262281000892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.0528421017277829, 'a': 0.7}",25,13,22.733796058640536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'e': 0.05157345174908384, 'a': 0.7}",25,15,-3.5582079340364103,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
244,False,"{'e': 0.050330226396430935, 'a': 0.7}",20,13,16.33718536933127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'e': 0.0491120584340581, 'a': 0.7}",25,16,21.99005330436121,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'e': 0.047918582070455365, 'a': 0.7}",20,5,26.301631247541387,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'e': 0.04674943306794905, 'a': 0.7}",20,8,18.758489683253938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'e': 0.04560424884885715, 'a': 0.7}",25,10,5.257833884095763,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'e': 0.044482668598240044, 'a': 0.7}",20,9,19.35997696960983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'e': 0.04338433336326886, 'a': 0.7}",20,11,17.14093330566783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'e': 0.04230888614923538, 'a': 0.7}",30,20,18.731964198390564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'e': 0.04125597201222922, 'a': 0.7}",20,9,21.291142996661012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'e': 0.040225238148509625, 'a': 0.7}",35,24,22.430206862898387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'e': 0.03921633398060088, 'a': 0.7}",20,0,31.304496756718798,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'e': 0.038228911240141876, 'a': 0.7}",20,14,13.263479029114876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'e': 0.037262624047521814, 'a': 0.7}",35,27,12.817863115909322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.03631712898833547, 'a': 0.7}",20,14,9.86189270140254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'e': 0.035392085186692845, 'a': 0.7}",25,0,37.5457168862544,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'e': 0.034487154375419195, 'a': 0.7}",25,8,27.53498989446175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'e': 0.03360200096318289, 'a': 0.7}",20,3,32.518273417593164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'e': 0.03273629209858947, 'a': 0.7}",30,20,18.794856605396433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'e': 0.031889697731281585, 'a': 0.7}",30,12,29.263533494970638,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.031061890670085402, 'a': 0.7}",30,21,18.619499569870303,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'e': 0.03025254663824521, 'a': 0.7}",25,18,13.28875174475969,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'e': 0.029461344325788764, 'a': 0.7}",20,12,12.73896781702751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'e': 0.028687965439066883, 'a': 0.7}",20,13,12.943642704127896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'e': 0.02793209474751152, 'a': 0.7}",25,14,23.70311355530158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.027193420127657433, 'a': 0.7}",20,0,29.44185449998471,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.0264716326044732, 'a': 0.7}",25,9,26.734967285595527,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'e': 0.02576642639004796, 'a': 0.7}",30,18,20.622786583385256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'e': 0.025077498919680984, 'a': 0.7}",25,8,34.95547249572672,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'e': 0.024404550885421556, 'a': 0.7}",25,11,25.545011126370767,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'e': 0.02374728626710729, 'a': 0.7}",25,0,30.700745548148085,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'e': 0.02310541236094938, 'a': 0.7}",25,15,17.769545606183485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'e': 0.022478639805713668, 'a': 0.7}",20,16,7.057799531493805,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.021866682606546808, 'a': 0.7}",25,12,16.981903359437684,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'e': 0.021269258156497075, 'a': 0.7}",25,18,12.072790624678834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.020686087255779563, 'a': 0.7}",20,0,33.20246397974605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'e': 0.020116894128835862, 'a': 0.7}",25,4,35.775642893930616,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'e': 0.019561406439238302, 'a': 0.7}",20,13,13.551168713985875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",20,14,12.23136808035915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",25,19,11.964634864068664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,12,13.963244670132847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",20,10,20.5663288776769,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",35,26,17.5283043636996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",25,15,20.03603617469653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,7,27.203084838969332,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",20,11,13.930692776033784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",30,13,29.13784651001,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",20,14,11.192487525580354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",20,8,21.24942539499134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",20,14,12.09207204980772,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0, 'a': 0}",25,8,34.910590236169526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",30,20,18.013897875913816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",30,14,29.472800000555665,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",25,12,27.302420677005962,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0, 'a': 0}",30,8,37.36090358820883,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0, 'a': 0}",30,19,20.97326919097664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",25,19,12.69026410585583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",25,18,14.16829194098437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0, 'a': 0}",25,16,18.772501069435435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0, 'a': 0}",30,13,33.803071088600724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0, 'a': 0}",20,10,18.567765545908166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0, 'a': 0}",35,23,21.69944245946717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0, 'a': 0}",20,8,21.11453374050772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
